发病部位,疾病名称,证型名称,病机要点,辨证要点,临床表现,治法,代表方剂,发病概率,治疗难度
儿科,咳嗽 , 阴虚咳嗽,久咳耗伤肺阴，肺阴不足，肺失濡润,久咳干咳少痰，手足心热，舌红少苔,干咳无痰，或痰少而黏，或痰中带血，不易咯出，口渴咽干，喉痒声嘶，午后潮热或手足心热，舌质红，舌苔少，脉细数，指纹紫,养阴润肺，化痰止咳,沙参麦冬汤加减,少见,较难
儿科,肺炎喘嗽 , 风寒闭肺证,风寒之邪束肺，肺气郁闭，失于宣降，水液凝痰,恶寒发热无汗，呛咳气急，痰白稀，苔薄白,恶寒发热，无汗，呛咳气急，痰白而稀，口不渴，咽不红，舌质不红，舌苔薄白或白腻，脉浮紧，指纹浮红,辛温宣肺，化痰降逆,华盖散加减,常见,较难
儿科,肺炎喘嗽 , 风热闭肺证,风热之邪犯肺，热邪闭肺，肺气郁阻，痰热凝聚,发热恶风，咳嗽气急，痰黄黏稠，舌红苔薄黄,发热恶风，微有汗出，咳嗽气急，痰多，痰黏稠或黄，口渴咽红，舌红，苔薄白或黄，脉浮数，指纹浮紫或紫滞,辛凉宣肺，降逆化痰,银翘散合麻杏石甘汤加减,常见,较难
儿科,肺炎喘嗽 , 痰热闭肺证,邪热闭肺，肺津熏灼成痰，痰热胶结闭肺，气滞血瘀,发热面赤，咳嗽痰壅，气急鼻扇，舌红苔黄腻,发热，烦躁，咳嗽喘促，气急鼻扇，喉间痰鸣，口唇青紫，面赤口渴，胸闷胀满，泛吐痰涎，舌质红，舌苔黄腻，脉滑数，指纹紫滞,清热涤痰，开肺定喘,五虎汤合葶苈大枣泻肺汤加减,常见,极难
儿科,肺炎喘嗽 , 毒热闭肺证,肺热炽盛蕴生毒热，毒热闭肺，耗伤阴津,高热不退，咳嗽喘憋，烦躁口渴，舌红而干,高热持续，咳嗽剧烈，气急鼻扇，喘憋，涕泪俱无，鼻孔干燥，面赤唇红，烦躁口渴，小便短黄，大便秘结，舌红而干，舌苔黄燥，脉洪数，指纹紫滞,清热解毒，泻肺开闭,黄连解毒汤合麻杏甘石汤加减,少见,极难
儿科,肺炎喘嗽 , 阴虚肺热证,久热久咳耗伤肺阴，余邪留恋,干咳少痰，低热盗汗，舌红少津,病程较长，干咳少痰，低热盗汗，面色潮红，五心烦热，舌质红乏津，舌苔花剥、少苔或无苔，脉细数，指纹淡红,养阴清肺，润肺止咳,沙参麦冬汤加减,少见,较难
儿科,肺炎喘嗽 , 肺脾气虚证,肺气耗伤，脾气不足，正虚邪恋，痰湿内生,病程迁延，咳嗽无力，动辄汗出，面白少华,咳嗽无力，喉中痰鸣，低热起伏不定，面白少华，动辄汗出，食欲不振，大便溏，舌质偏淡，舌苔薄白，脉细无力，指纹淡,补肺健脾，益气化痰,人参五味子汤加减,少见,较难
儿科,肺炎喘嗽 , 心阳虚衰证,肺为邪闭，气机不利，气滞血瘀，心失所养，心阳不足,突然面色苍白，四肢厥冷，肝脏迅速增大,突然面色苍白，口唇青紫，呼吸困难，或呼吸浅促，额汗不温，四肢厥冷，烦躁不安，或神萎淡漠，肝脏迅速增大，舌质略紫，苔薄白，脉细弱而数，指纹青紫,温补心阳，救逆固脱,参附龙牡救逆汤加减,罕见,绝症
儿科,肺炎喘嗽 , 邪陷厥阴证,风温之邪化火，内陷厥阴，蒙蔽心包，热盛动风,壮热烦躁，神昏谵语，四肢抽搐，舌红绛,壮热烦躁，神昏谵语，四肢抽搐，口噤项强，两目窜视，舌质红绛，指纹青紫，可达命关或透关射甲,平肝息风，清心开窍,羚角钩藤汤合牛黄清心丸加减,罕见,绝症
儿科,哮喘 , 寒性哮喘（发作期）,风寒犯肺，引动伏痰，痰气交阻，阻塞气道,气喘咳嗽，喉间哮鸣，痰白清稀，形寒无汗,气喘咳嗽，喉间哮鸣，痰稀色白多泡沫，形寒肢冷，鼻塞流清涕，面色淡白，唇青，恶寒无汗，舌质淡红，舌苔白滑或薄白，脉浮紧，指纹红,温肺散寒，涤痰定喘,小青龙汤合三子养亲汤加减,常见,较难
儿科,哮喘 , 热性哮喘（发作期）,外感风热/风寒化热，引动伏痰，痰热结阻气道,咳嗽喘急，声高息涌，咯痰稠黄，身热咽红,咳嗽喘息，声高息涌，喉间哮吼痰鸣，痰稠黄难咯，胸膈满闷，身热面赤，鼻塞流黄稠涕，口干咽红，尿黄便秘，舌质红，舌苔黄，脉滑数，指纹紫,清肺涤痰，止咳平喘,麻黄杏仁甘草石膏汤合苏葶丸加减,常见,较难
儿科,哮喘 , 外寒内热（发作期）,外有风寒束表，内有痰热内蕴，痰气搏结气道,喘促哮鸣，恶寒无汗，咯痰黏稠色黄，尿赤便秘,喘促气急，咳嗽痰鸣，咯痰黏稠色黄，胸闷，鼻塞喷嚏流清涕，或恶寒无汗发热，面赤口渴，夜卧不安，大便干结，小便黄赤，舌质红，舌苔薄白或黄，脉滑数或浮紧,散寒清热，降气平喘,大青龙汤加减,少见,较难
儿科,哮喘 , 虚实夹杂（发作期）,病程较长，正虚邪恋，肺实肾虚，痰饮壅肺,喘促胸闷，咳嗽痰多，动则喘甚，神疲纳呆,病程较长，哮喘持续，喘促胸闷，咳嗽痰多，喉中痰吼，动则喘甚，面色少华，畏寒肢冷，神疲纳呆，小便清长，舌质淡，苔薄白或白腻，脉细弱，指纹淡滞,泻肺平喘，补肾纳气,偏上盛者：苏子降气汤加减；偏下虚者：射干麻黄汤合都气丸加减,少见,极难
儿科,哮喘 , 肺脾气虚（缓解期）,肺脾气虚，表卫不固，运化失健，痰湿内生,反复感冒，气短自汗，咳而无力，纳差便溏,咳嗽无力，反复感冒，气短自汗，神疲懒言，形瘦纳差，面白少华或萎黄，便溏，舌质淡胖，舌苔薄白，脉细软，指纹淡,健脾益气，补肺固表,人参五味子汤合玉屏风散加减,常见,较难
儿科,哮喘 , 脾肾阳虚（缓解期）,脾肾阳虚，运化失司，摄纳无权，痰湿内伏,动则喘促，形寒肢冷，腹胀纳差，夜尿多,动则喘促，咳嗽无力，气短心悸，面色苍白，形寒肢冷，脚软无力，腹胀纳差，大便溏泄，夜尿多，发育迟缓，舌质淡，舌苔薄白，脉细弱，指纹淡,健脾温肾，固摄纳气,金匮肾气丸加减,少见,极难
儿科,哮喘 , 肺肾阴虚（缓解期）,肺肾阴虚，肺失濡润，肾失摄纳，余痰未清,干咳少痰，夜间盗汗，形体消瘦，舌红少苔,喘促乏力，咳嗽时作，干咳或咳痰不爽，面色潮红，形体消瘦，潮热盗汗，口咽干燥，手足心热，便秘，舌红少津，舌苔花剥，脉细数，指纹淡红,补肾敛肺，养阴纳气,麦味地黄丸加减,少见,极难
儿科,反复呼吸道感染 , 肺脾气虚证,肺脾气虚，卫外不固，生化乏源，易遭外邪,反复外感，多汗，少气懒言，纳呆食少,反复外感，少气懒言，动则多汗，面黄少华，唇口色淡，食少纳呆，大便不调，舌质淡红，脉细无力，指纹淡,健脾补肺,玉屏风散加味,常见,较难
儿科,反复呼吸道感染 , 气阴两虚证,气虚卫表不固，阴虚内热，易受外邪侵袭,反复外感，手足心热，盗汗神疲，纳呆便干,反复外感，手足心热，或低热，盗汗，口干，神疲乏力，纳呆食少，大便偏干，舌质红，苔少或花剥，脉细无力，指纹淡红,益气养阴,生脉散加味,少见,较难
儿科,反复呼吸道感染 , 肺胃实热证,平素嗜食肥甘辛辣，肺胃蕴热，腠理失密，易受外邪,反复外感，汗多而黏，咽微红，口臭，大便干,反复外感，咽微红，口臭，口舌易生疮，汗多而黏，夜寐欠安，大便干，舌质红，苔黄，脉滑数,清泻肺胃,凉膈散加减,少见,一般
儿科,鹅口疮 , 心脾积热证,胎热内蕴，或口腔不洁，感受秽毒，心脾积热，循经上炎,口腔黏膜满布白屑，周围红赤，烦躁口渴,口腔黏膜、舌上满布白屑，周围红赤，烦躁不安，面赤唇红，口臭，口渴喜饮，大便干结，小便短黄，舌质红，苔黄腻，指纹紫滞,清心泻脾,清热泻脾散加减,常见,一般
儿科,鹅口疮 , 虚火上浮证,体质虚弱，或久病伤阴，虚火上浮，熏灼口腔,口腔黏膜散在白屑，周围微红，手足心热,口腔黏膜、舌上散在白屑，周围微红，形体消瘦，颧红盗汗，手足心热，口干不渴，大便干结，舌红少苔，脉细数，指纹淡紫,滋阴降火,知柏地黄丸,少见,较难
儿科,口疮 , 风热乘脾证,风热之邪侵袭脾胃，循经上炎口舌,口舌疱疹、溃疡，周围红赤，伴发热恶风,口舌黏膜出现散在疱疹、溃疡，周围红赤，灼热疼痛，流涎拒食，发热恶风，咽红，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风散火，清热解毒,银翘散加减,常见,一般
儿科,口疮 , 心火上炎证,心火炽盛，循经上炎口舌，灼伤黏膜,舌尖、舌边溃疡，色红疼痛，伴心烦尿赤,舌尖、舌边出现溃疡，色红灼热疼痛，心烦不安，面赤唇红，口干欲饮，小便短黄，舌尖红，苔薄黄，脉细数，指纹紫,清心泻火，凉血解毒,泻心导赤散加减,常见,一般
儿科,口疮 , 虚火上浮证,体质虚弱，久病伤阴，虚火上浮，熏灼口舌,口舌溃疡稀疏，色淡红，伴手足心热,口舌溃疡稀疏，色淡红，疼痛较轻，反复发作，形体消瘦，颧红盗汗，手足心热，口干不渴，大便干结，舌红少苔，脉细数，指纹淡紫,滋阴降火，引火归元,六味地黄丸加肉桂,少见,较难
儿科,呕吐 , 乳食积滞证,乳食不节，喂养不当，乳食停滞胃脘，胃失和降,呕吐酸腐乳食，脘腹胀满，嗳气酸臭,呕吐酸腐乳食，脘腹胀满，嗳气酸臭，不思乳食，夜卧不安，大便酸臭或夹不消化食物，舌质红，苔厚腻，脉滑数，指纹紫滞,消食化积，和胃降逆,保和丸加减,常见,一般
儿科,呕吐 , 胃热气逆证,外感热邪，或乳食积滞化热，热蕴胃脘，胃失和降,呕吐频繁，呕吐物酸臭，伴发热口渴,呕吐频繁，呕吐物酸臭，发热口渴，面赤唇红，烦躁不安，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热和胃，降逆止呕,黄连温胆汤加减,少见,一般
儿科,呕吐 , 脾胃虚寒证,脾胃素虚，或久病伤脾，脾胃阳气不足，胃失和降,呕吐清稀痰涎，脘腹冷痛，喜温喜按,呕吐清稀痰涎或食物，脘腹冷痛，喜温喜按，面色?白，精神萎靡，四肢欠温，大便溏薄，舌质淡，苔白腻，脉迟缓，指纹淡红,温中健脾，和胃降逆,丁萸理中汤加减,少见,较难
儿科,呕吐 , 肝气犯胃证,情志失调，肝气郁结，横逆犯胃，胃失和降,呕吐酸苦水，嗳气频繁，伴烦躁易怒,呕吐酸苦水，嗳气频繁，胸胁胀痛，烦躁易怒，面色青黄，舌红苔薄黄，脉弦数，指纹紫,疏肝理气，和胃降逆,解肝煎加减,罕见,较难
儿科,腹痛 , 腹部中寒证,外感寒邪，或饮食生冷，寒凝气滞，经络不通,腹痛喜温喜按，遇寒加重，得温则舒,腹痛绵绵，喜温喜按，遇寒加重，得温则舒，面色?白，四肢欠温，大便溏薄，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温中散寒，理气止痛,养脏汤加减,常见,一般
儿科,腹痛 , 乳食积滞证,乳食不节，暴饮暴食，乳食停滞，气机不畅,腹痛腹胀，嗳腐吞酸，呕吐不消化食物,腹痛腹胀，嗳腐吞酸，呕吐不消化食物，不思乳食，夜卧不安，大便酸臭或夹不消化食物，舌质红，苔厚腻，脉滑数，指纹紫滞,消食导滞，行气止痛,香砂平胃散加减,常见,一般
儿科,腹痛 , 胃肠积热证,外感热邪，或乳食积滞化热，热结胃肠，气机不畅,腹痛拒按，烦躁口渴，大便干结,腹痛剧烈，拒按，烦躁口渴，面赤唇红，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热通腑，行气止痛,大承气汤加减,少见,较难
儿科,腹痛 , 脾胃虚寒证,脾胃素虚，或久病伤脾，脾胃阳气不足，运化失健,腹痛绵绵，喜温喜按，神疲乏力,腹痛绵绵，喜温喜按，神疲乏力，面色?白，食欲不振，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，温中止痛,小建中汤加减,少见,较难
儿科,泄泻 , 湿热泻,外感湿热之邪，或乳食积滞化热，湿热蕴结肠道，传化失常,大便水样或蛋花汤样，色黄味臭，伴发热,大便水样或蛋花汤样，量多次频，色黄味臭，发热口渴，烦躁不安，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热利湿，分利止泻,葛根黄芩黄连汤加减,常见,一般
儿科,泄泻 , 风寒泻,外感风寒之邪，或饮食生冷，寒湿蕴结肠道，传化失常,大便清稀多泡沫，色淡味腥，伴恶寒发热,大便清稀多泡沫，色淡味腥，恶寒发热，鼻塞流清涕，咳嗽，舌质淡，苔薄白，脉浮紧，指纹浮红,疏风散寒，化湿和中,藿香正气散加减,常见,一般
儿科,泄泻 , 伤食泻,乳食不节，暴饮暴食，乳食停滞肠道，传化失常,大便夹不消化食物，酸臭如败卵，脘腹胀满,大便夹不消化食物，酸臭如败卵，脘腹胀满，嗳气酸臭，不思乳食，夜卧不安，舌质红，苔厚腻，脉滑数，指纹紫滞,消食化积，和中止泻,保和丸加减,常见,一般
儿科,泄泻 , 脾虚泻,脾胃素虚，或久病伤脾，脾胃运化失常，水湿内停,大便稀溏，食后作泻，神疲乏力,大便稀溏，食后作泻，色淡不臭，神疲乏力，面色萎黄，食欲不振，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，助运止泻,参苓白术散加减,常见,较难
儿科,泄泻 , 脾肾阳虚泻,脾胃虚寒日久，累及肾阳，脾肾阳虚，运化失司,大便澄澈清冷，完谷不化，形寒肢冷,大便澄澈清冷，完谷不化，形寒肢冷，面色?白，精神萎靡，四肢厥冷，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温补脾肾，固涩止泻,附子理中汤合四神丸加减,少见,极难
儿科,便秘 , 乳食积滞证,乳食不节，暴饮暴食，乳食停滞肠道，气机不畅,大便干结，脘腹胀满，嗳气酸臭,大便干结，脘腹胀满，嗳气酸臭，不思乳食，夜卧不安，舌质红，苔厚腻，脉滑数，指纹紫滞,消食导滞，润肠通便,枳实导滞丸加减,常见,一般
儿科,便秘 , 燥热便秘证,外感热邪，或乳食积滞化热，热灼津液，肠道失润,大便干结，烦躁口渴，面赤唇红,大便干结，烦躁口渴，面赤唇红，小便短黄，舌质红，苔黄燥，脉滑数，指纹紫,清热润肠通便,麻子仁丸加减,常见,一般
儿科,便秘 , 气虚便秘证,脾胃气虚，运化无力，肠道传导失常,大便并不干硬，排便困难，神疲乏力,大便并不干硬，排便困难，神疲乏力，面色萎黄，食欲不振，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，润肠通便,黄芪汤加减,少见,较难
儿科,便秘 , 阴虚便秘证,体质虚弱，或久病伤阴，阴液不足，肠道失润,大便干结，手足心热，盗汗颧红,大便干结，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴润肠通便,增液汤加减,少见,较难
儿科,厌食 , 脾失健运证,喂养不当，饮食不节，脾胃运化失健,食欲不振，食而乏味，形体偏瘦,食欲不振，食而乏味，形体偏瘦，面色少华，精神尚可，大便溏薄或夹不消化食物，舌质淡，苔薄白或薄腻，脉缓，指纹淡红,健脾助运，消食化积,不换金正气散加减,常见,一般
儿科,厌食 , 脾胃气虚证,脾胃素虚，或久病伤脾，脾胃气虚，运化无力,食欲不振，食少便溏，神疲乏力,食欲不振，食少便溏，神疲乏力，面色萎黄，形体消瘦，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，佐以助运,异功散加减,常见,较难
儿科,厌食 , 脾胃阴虚证,体质虚弱，或久病伤阴，脾胃阴液不足，运化失司,食欲不振，口干咽燥，手足心热,食欲不振，口干咽燥，手足心热，大便干结，舌红少津，苔少或花剥，脉细数，指纹淡紫,滋脾养胃，佐以助运,养胃增液汤加减,少见,较难
儿科,积滞 , 乳食内积证,乳食不节，暴饮暴食，乳食停滞，气机不畅,脘腹胀满，嗳腐吞酸，呕吐酸腐乳食,脘腹胀满，嗳腐吞酸，呕吐酸腐乳食，不思乳食，夜卧不安，大便酸臭或夹不消化食物，舌质红，苔厚腻，脉滑数，指纹紫滞,消食化积，理气行滞,乳积用消乳丸，食积用保和丸加减,常见,一般
儿科,积滞 , 脾虚夹积证,脾胃素虚，运化无力，乳食停滞，虚实夹杂,脘腹胀满喜按，食欲不振，神疲乏力,脘腹胀满喜按，食欲不振，神疲乏力，面色萎黄，形体消瘦，大便溏薄夹不消化食物，舌质淡，苔薄腻，脉细弱，指纹淡红,健脾益气，消食化积,健脾丸加减,常见,较难
儿科,疳证 , 疳气证,喂养不当，脾胃运化失健，气液不足,形体略瘦，食欲不振，精神尚可,形体略瘦，食欲不振，精神尚可，面色少华，毛发稀疏，大便溏薄或夹不消化食物，舌质淡，苔薄白或薄腻，脉缓，指纹淡红,调脾健运,资生健脾丸加减,常见,较难
儿科,疳证 , 疳积证,脾胃虚损，积滞内停，虚实夹杂，气液耗伤,形体消瘦明显，脘腹胀满，青筋显露,形体消瘦明显，脘腹胀满，青筋显露，面色萎黄，毛发枯黄稀疏，精神不振，或烦躁易怒，大便溏薄或干结，舌质淡，苔厚腻，脉细滑，指纹紫滞,消积理脾,疳积散加减,少见,极难
儿科,疳证 , 干疳证,脾胃虚损严重，气液耗竭，形体羸瘦,形体极度消瘦，皮肤干瘪起皱，精神萎靡,形体极度消瘦，皮肤干瘪起皱，大肉尽脱，精神萎靡，面色?白，毛发干枯，大便干结，舌质红绛，苔少或无苔，脉细数，指纹淡紫,补益气血,八珍汤加减,罕见,绝症
儿科,营养性缺铁性贫血 , 脾胃虚弱证,脾胃虚弱，运化失常，生化乏源，气血不足,面色萎黄，食欲不振，神疲乏力,面色萎黄或苍白，食欲不振，神疲乏力，头晕目眩，口唇指甲淡白，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾和胃，益气养血,六君子汤合当归补血汤加减,常见,较难
儿科,营养性缺铁性贫血 , 心脾两虚证,脾胃虚弱日久，气血不足，心脾失养,面色苍白，头晕心悸，神疲乏力,面色苍白，头晕心悸，神疲乏力，失眠多梦，口唇指甲淡白，食欲不振，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,补益心脾，养血安神,归脾汤加减,常见,较难
儿科,营养性缺铁性贫血 , 肝肾阴虚证,久病耗伤阴液，肝肾阴虚，精血不足,面色苍白，头晕耳鸣，手足心热,面色苍白，头晕耳鸣，手足心热，盗汗颧红，口干咽燥，指甲枯脆，舌质红，苔少或无苔，脉细数，指纹淡紫,滋养肝肾，益精生血,左归丸加减,少见,极难
儿科,营养性缺铁性贫血 , 脾肾阳虚证,脾胃虚寒日久，累及肾阳，脾肾阳虚，气血生化无源,面色?白，畏寒肢冷，神疲乏力,面色?白，畏寒肢冷，神疲乏力，头晕目眩，口唇指甲淡白，食欲不振，大便溏薄，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温补脾肾，益精生血,右归丸加减,少见,极难
儿科,夜啼 , 脾寒气滞证,脾胃虚寒，气机不畅，寒凝气滞，夜间阴盛阳衰,夜间啼哭，哭声低弱，喜温喜按,夜间啼哭，哭声低弱，时哭时止，喜温喜按，面色?白，四肢欠温，大便溏薄，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温脾散寒，行气止痛,乌药散合匀气散加减,常见,一般
儿科,夜啼 , 心经积热证,胎热内蕴，或外感热邪，心经积热，夜间热盛,夜间啼哭，哭声响亮，烦躁不安,夜间啼哭，哭声响亮，烦躁不安，面赤唇红，口干欲饮，大便干结，小便短黄，舌尖红，苔薄黄，脉细数，指纹紫,清心导赤，泻火安神,导赤散加减,常见,一般
儿科,夜啼 , 惊恐伤神证,暴受惊恐，心神不宁，夜间心神失养,夜间啼哭，睡中易惊，烦躁不安,夜间啼哭，睡中易惊，烦躁不安，面色青灰，舌质淡，苔薄白，脉弦，指纹青紫,镇惊安神，补气养心,远志丸加减,少见,较难
儿科,汗证 , 肺卫不固证,肺气不足，卫外不固，津液外泄,自汗为主，活动后加重，易感冒,自汗为主，活动后加重，易感冒，面色少华，神疲乏力，舌质淡，苔薄白，脉细弱，指纹淡红,益气固表,玉屏风散合牡蛎散加减,常见,一般
儿科,汗证 , 营卫失调证,营卫不和，卫气不固，营阴外泄,自汗盗汗并见，汗出不温，伴低热,自汗盗汗并见，汗出不温，伴低热，面色苍白，精神萎靡，舌质淡，苔薄白，脉缓，指纹淡红,调和营卫,黄芪桂枝五物汤加减,常见,一般
儿科,汗证 , 气阴亏虚证,久病耗伤气阴，气虚不能固摄，阴虚不能敛汗,盗汗为主，手足心热，神疲乏力,盗汗为主，手足心热，神疲乏力，面色潮红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,益气养阴,生脉散加减,少见,较难
儿科,汗证 , 湿热迫蒸证,外感湿热之邪，或乳食积滞化热，湿热迫蒸，津液外泄,自汗盗汗，汗出黏腻，口苦口臭,自汗盗汗，汗出黏腻，口苦口臭，面赤唇红，烦躁不安，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热泻湿,泻黄散加减,少见,一般
儿科,病毒性心肌炎 , 风热犯心证,外感风热之邪，侵袭于心，损伤心肌,发热咽痛，心悸胸闷，乏力,发热咽痛，心悸胸闷，乏力，气短，面赤唇红，舌红苔薄黄，脉浮数或结代，指纹紫,清热解毒，宁心复脉,银翘散合生脉散加减,少见,较难
儿科,病毒性心肌炎 , 湿热侵心证,外感湿热之邪，蕴结于心，损伤心肌,发热口苦，胸闷心悸，小便黄赤,发热口苦，胸闷心悸，乏力，气短，恶心呕吐，大便溏薄或干结，小便黄赤，舌质红，苔黄腻，脉滑数或结代，指纹紫,清热化湿，宁心复脉,葛根黄芩黄连汤合甘露消毒丹加减,少见,极难
儿科,病毒性心肌炎 , 气阴两虚证,病程日久，耗气伤阴，心气不足，心阴亏虚,心悸气短，神疲乏力，盗汗颧红,心悸气短，神疲乏力，盗汗颧红，口干咽燥，头晕目眩，舌质红，苔少或无苔，脉细数或结代，指纹淡紫,益气养阴，宁心复脉,炙甘草汤合生脉散加减,少见,极难
儿科,病毒性心肌炎 , 心阳虚弱证,久病损伤心阳，心阳不足，温煦失职,心悸胸闷，畏寒肢冷，面色?白,心悸胸闷，畏寒肢冷，面色?白，精神萎靡，气短乏力，舌质淡，苔白滑，脉沉迟或结代，指纹淡红,温补心阳，宁心复脉,桂枝甘草龙骨牡蛎汤加减,罕见,极难
儿科,病毒性心肌炎 , 痰瘀阻络证,病程日久，痰瘀互结，阻滞心络,心悸胸闷，胸痛固定，舌有瘀点,心悸胸闷，胸痛固定不移，乏力，气短，舌质紫暗或有瘀点，苔白腻，脉涩或结代，指纹紫滞,化痰活血，通络宁心,瓜蒌薤白半夏汤合血府逐瘀汤加减,罕见,极难
儿科,注意力缺陷多动障碍 , 肝肾阴虚证,先天禀赋不足，肝肾阴虚，肝阳偏亢,多动易怒，手足心热，头晕耳鸣,多动易怒，手足心热，头晕耳鸣，记忆力差，注意力不集中，舌红少苔，脉细数，指纹淡紫,滋养肝肾，平肝潜阳,杞菊地黄丸加减,少见,极难
儿科,注意力缺陷多动障碍 , 心脾两虚证,脾胃虚弱，气血不足，心脾失养,多动不宁，神疲乏力，食欲不振,多动不宁，神疲乏力，食欲不振，面色萎黄，记忆力差，注意力不集中，舌质淡，苔薄白，脉细弱，指纹淡红,补益心脾，养血安神,归脾汤合甘麦大枣汤加减,少见,较难
儿科,注意力缺陷多动障碍 , 痰火内扰证,饮食不节，痰湿内生，化火扰心,多动烦躁，面赤口苦，大便干结,多动烦躁，面赤口苦，大便干结，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热化痰，宁心安神,黄连温胆汤加减,少见,较难
儿科,抽动障碍 , 气郁化火证,情志失调，肝气郁结，化火扰神,抽动频繁，烦躁易怒，面赤口苦,抽动频繁，烦躁易怒，面赤口苦，头晕目眩，舌质红，苔薄黄，脉弦数，指纹紫,疏肝泻火，息风止动,清肝达郁汤加减,少见,较难
儿科,抽动障碍 , 脾虚痰聚证,脾胃虚弱，痰湿内生，阻滞经络,抽动无力，神疲乏力，食欲不振,抽动无力，神疲乏力，食欲不振，面色萎黄，大便溏薄，舌质淡，苔白腻，脉滑，指纹淡红,健脾化痰，息风止动,十味温胆汤加减,少见,较难
儿科,抽动障碍 , 阴虚风动证,久病耗伤阴液，肝肾阴虚，虚风内动,抽动舒缓，手足心热，盗汗颧红,抽动舒缓，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴潜阳，息风止动,大定风珠加减,罕见,极难
儿科,急惊风 , 风热动风证,外感风热之邪，侵袭肝经，引动肝风,发热咽痛，烦躁抽搐，舌红苔薄黄,发热咽痛，烦躁抽搐，头痛，鼻塞流浊涕，舌质红，苔薄黄，脉浮数，指纹浮紫,疏风清热，息风止痉,银翘散合羚角钩藤汤加减,少见,极难
儿科,急惊风 , 温热疫毒证,外感温热疫毒，侵袭心肝，引动肝风,高热烦躁，神昏抽搐，舌红绛,高热烦躁，神昏抽搐，头痛呕吐，舌质红绛，苔黄燥，脉洪数，指纹紫滞,清热解毒，息风止痉,清瘟败毒饮加减,罕见,绝症
儿科,急惊风 , 暑热疫毒证,外感暑热疫毒，侵袭心肝，引动肝风,高热不退，烦躁抽搐，口渴多饮,高热不退，烦躁抽搐，口渴多饮，小便短黄，舌质红，苔黄腻，脉滑数，指纹紫,清热祛暑，息风止痉,新加香薷饮合白虎汤加减,罕见,绝症
儿科,急惊风 , 湿热疫毒证,外感湿热疫毒，侵袭肠道，内陷心肝,高热呕吐，烦躁抽搐，大便脓血,高热呕吐，烦躁抽搐，大便脓血，腹痛，舌质红，苔黄腻，脉滑数，指纹紫,清热化湿，解毒息风,黄连解毒汤合白头翁汤加减,罕见,绝症
儿科,急惊风 , 惊恐惊风证,暴受惊恐，心神不宁，引动肝风,夜间啼哭，睡中易惊，抽搐,夜间啼哭，睡中易惊，抽搐，面色青灰，舌质淡，苔薄白，脉弦，指纹青紫,镇惊安神，息风止痉,琥珀抱龙丸加减,罕见,极难
儿科,慢惊风 , 脾虚肝旺证,脾胃虚弱，气血不足，肝失濡养，虚风内动,抽搐无力，神疲乏力，食欲不振,抽搐无力，神疲乏力，食欲不振，面色萎黄，大便溏薄，舌质淡，苔薄白，脉细弱，指纹淡红,健脾益气，平肝息风,缓肝理脾汤加减,罕见,极难
儿科,慢惊风 , 脾肾阳虚证,脾胃虚寒日久，累及肾阳，脾肾阳虚，虚风内动,抽搐舒缓，畏寒肢冷，神疲乏力,抽搐舒缓，畏寒肢冷，神疲乏力，面色?白，大便溏薄，小便清长，舌质淡，苔白滑，脉沉迟，指纹淡红,温补脾肾，回阳救逆,固真汤合逐寒荡惊汤加减,罕见,绝症
儿科,慢惊风 , 阴虚风动证,久病耗伤阴液，肝肾阴虚，虚风内动,抽搐舒缓，手足心热，盗汗颧红,抽搐舒缓，手足心热，盗汗颧红，口干咽燥，舌质红，苔少或无苔，脉细数，指纹淡紫,滋阴潜阳，息风止动,大定风珠加减,罕见,绝症
儿科,痫病 , 风痰闭阻证,痰湿内生，化风扰神，蒙蔽心窍,发作时神志不清，抽搐痰鸣，舌苔白腻,发作时神志不清，抽搐痰鸣，口吐白沫，舌质淡，苔白腻，脉滑，指纹淡滞,涤痰息风，开窍定痫,定痫丸加减,少见,极难
