id,name,catalog,desc,gain,use,propetype,pic,
579,紫萍,（浮萍科）,多年生细小草本，漂浮水面。根5~11条束生，细长，纤维状，长3~5cm。在根的着生处一侧产生新芽，新芽与母体分离之前由一细弱的柄相连线。叶状体扁平，单生或2~5簇生，阔倒卵形①，长4~10mm，宽4~6mm，先端钝圆，上面稍向内凹，深绿色，下面呈紫色，有不明显的掌状脉5~11条。花序生于叶状体边缘的缺刻内；花草性，雌雄同林；佛焰苞袋状，短小，2脣形，内有2雄花和1雌花，无花被。果实圆形，边缘有翅。花期4~6月，果期5~7月。生于湖沼、池塘或水田中。分布于我国各地。,6~9月采收，洗净，除去杂质，晒干。,全草入药，中药名为「浮萍」。辛，寒。宣散风热，透疹，利尿。用于麻疹不透，风疹瘙痒，水肿尿少。,,.\pic\med\紫萍_1.jpeg,2026/3/27 7:43
580,蔓荆,（马鞭草科）,落叶灌木，植株高1.5~5.0m。具香味。小枝四稜形，密生细柔毛。三出复叶①，对生，有时偶有单叶；叶柄长1~3cm；小叶片卵形，长2~9cm，宽1~3cm，先端钝或短尖，基部楔形，全缘，表面绿色，无毛或被微柔毛，背面密生灰白色绒毛；侧脉8对。圆锥花序顶生②，长3~15cm，花序柄密被灰白色绒毛；花萼钟形，先端5浅裂，被灰白色绒毛；花冠淡紫色或蓝紫色，长6~10mm，外面有毛，花冠管内及喉部有毛。核果近圆形，径约5mm，熟时黑色。花期7月，果期9~11月。生于海边、沙滩、河边、平原及村寨附近。分布于我国福建、台湾、广东、广西、云南等地。,秋季果实成熟时采收，除去杂质，晒干。,果实入药，中药名为「蔓荆子」。辛、苦，微寒。疏散风热，清利头目。用于风热感冒头痛，齿龈肿痛，目赤多泪，目暗不明，头晕目眩。,,.\pic\med\蔓荆_1.jpeg,2026/3/27 7:43
581,单叶蔓荆,（马鞭草科）,落叶小灌木，植株高约2m。全株被灰白色柔毛。主茎匍匐地面，节上常生不定根，幼枝四稜形，老枝近圆形。单叶对生①，具短柄；叶片倒卵形至椭圆形，先端钝圆，基部楔形，全缘，长2.5~5.0cm，宽1.5~3.0cm，表面绿色，背面粉白色；侧脉约8对。圆锥花序顶生；花冠淡紫色②，先端5裂，下面1裂片最大，宽卵形，内面中下部有毛。核果球形，径5~7mm。花期7~8月，果期8~10月。喜生于海滨沙滩地及湖畔，亦有栽培。分布于我国辽宁、河北、山东、江苏、安徽、浙江、江西、福建、台湾、广东等地。,秋季果实成熟时采收，除去杂质，晒干。,果实入药，中药名为「蔓荆子」。辛、苦，微寒。疏散风热，清利头目。用于风热感冒头痛，齿龈肿痛，目赤多泪，目暗不明，头晕目眩。,,.\pic\med\单叶蔓荆_1.jpeg,2026/3/27 7:43
582,白花前胡,（伞形科）,多年生草本。高0.6~1.0m根茎粗壮，灰褐色；根圆锥形，末端细瘦，常分叉。基生叶具长柄，叶柄基部有卵状披针形叶鞘；复伞形花序①，伞辐6~15，小伞形花序有花15~20朵；花瓣卵形，小舌片内曲，白色；萼齿不显著；花柱短，弯曲，花柱基圆锥形。果实卵圆形，背部扁压，棕色，背稜线形稍突起，侧稜呈翅状；稜槽内油管3~5，合生面油管6~10；胚乳腹面平直。花期8~9月，果期10~11月。野生于向阳山坡草丛中。分布于我国山东、陕西、安徽、江苏、浙江、福建、广西、江西、湖南、湖北、四川等地。,冬至后至第二年萌芽前，用两齿锄挖 ，将挖起的前胡剪除茎叶留根。及时晒干，边晒边除须根。筛除泥土、杂物。,根入药。苦、辛，微寒。宣散风热，下气，消痰。用于风热头痛，痰热咳喘，呕逆，胸膈满闷。,,.\pic\med\白花前胡_1.jpeg,2026/3/27 7:43
583,知母,（百合科）,多年生草本。高60~130cm，根茎横走，其上残留许多黄褐色纤维状的叶基，下部生有多数肉质须根。叶基生，线形①，基部常扩大成鞘状，具多条平行脉，花葶长，两性，辐射对称，花被6片，淡紫色至白色②；雄蕊3枚；子房上位，卵形。蒴果长圆形③。野生于向阳山坡地边、草原和杂草丛中。主产于山西、河北、内蒙古。此外，东北、陕西、甘肃、山东等省区亦有分布。,春秋两季采挖，除去须根及泥沙，晒干。,苦、甘，寒。归肺、胃、肾经。清热泻火，生津润燥。用于外感热病，高热烦渴，肺热燥咳，骨蒸潮热，内热消渴，肠燥便祕。,,.\pic\med\知母_1.jpeg,2026/3/27 7:43
584,栝楼,（葫芦科）,多年生草质藤本。茎蔓长10m以上，块根肥大，圆柱形，茎多分枝，卷须细长①。单叶互生，具长柄。雌雄异株，花白色，雄花成总状花序；雌花单生于叶腋②，果实近球形，成熟时金黄色③。种子多数，扁长椭圆形。生于向阳山坡、山脚、石缝、田野草丛中。分布于我国北部至长江流域各地。,9~10月采收果实。对半切开，取出果肉和种子，将果皮洗净，先翻出里面晾晒，后晒外面。如遇雨天，应烘干，以免霉烂，烘时勿使火力过旺，并应依次翻动，以免烘熟。,根（中药名为天花粉）、果（中药名为瓜蒌）、果皮（中药名为瓜蒌皮）、种子（中药名为瓜蒌子）都供药用，有解热止渴、利尿、镇咳祛痰等作用。种子含脂肪油；果实含三萜皁苷、有机酸、树脂、糖类、色素；根含蛋白质、皁苷、酸类。果实味甘、性寒。有润肺祛痰、利气宽胸的作用。治疗咳嗽痰黏，胸闷作痛。瓜蒌制剂治冠心病心绞痛有一定疗效。,,.\pic\med\栝楼_1.jpeg,2026/3/27 7:43
585,决明,（豆科）,一年生半灌木状草本。高1~2m，上部多分枝。叶互生；偶数羽状复叶①；小叶3对，叶片倒卵形或倒卵状长圆形；叶轴上第一对小叶间或第一对和第二对小叶间各有一长约2毫米的针刺状腺体。花成对腋生；花冠黄色②；雄蕊10，发育雄蕊7。荚果细长③，近四稜形，种子多数，稜柱形，淡褐色，光亮。生于山坡、河边或人工栽培。主要分布于我国长江以南各省区，河北省等地也有栽培。,秋季采收成熟果实，晒干，打下种子，除去杂质。,性微寒，味甘、苦、咸。归肝、大肠经。清热明目，润肠通便。用于目赤涩痛，羞明多泪，头痛眩晕，目暗不明，大便祕结。此外本品有降低血清胆固醇与降血压的功效，对防治血管硬化与高血压病有一定疗效。,,.\pic\med\决明_1.jpeg,2026/3/27 7:43
586,芦苇,（禾本科）,多年生水生或溼生高大草本，具有匍匐状地下茎，粗壮，横走，节间中空，每节上具芽。茎高2~5m，节下通常具白粉。叶2列式排列，具叶鞘；叶鞘抱茎，无毛或具细毛；叶灰绿色或蓝绿色，较宽，线状披针形，长30~60cm，宽2~5cm，粗糙，先端渐尖；叶舌长1~2mm，成一轮毛状。圆锥花序大形，顶生，直立，有时稍弯曲，长15~25cm，有时或更长；小穗长9~12mm，暗紫色或褐紫色，稀淡黄色。颖果，椭圆形至长圆形。花期9~10月。生长于河流、池沼岸边浅水中。分布于我国大部分地区。,全年均可采挖，除去芽、须根及膜状叶，鲜用或晒干。,根茎入药，中药名为「芦根」。甘，寒。清热生津，除烦，止呕，利尿。用于热病烦渴，胃热呕哕，肺热咳嗽，肺痈吐脓，热淋涩痛。,,.\pic\med\芦苇_1.jpeg,2026/3/27 7:43
587,密蒙花,（马钱科）,灌木，高1~4m。小枝略呈四稜形，灰褐色；小枝、叶下面、叶柄和花序均密被灰白色星状短绒毛。叶对生①，叶片纸质，长4~19cm，宽2~8cm，顶端渐尖、急尖或钝，基部楔形，通常全缘，稀有疏锯齿，叶上面深绿色，被星状毛，下面浅绿色。花多而密集，组成顶生聚伞圆锥花序②，花序长5~30cm，宽2~10cm；花冠紫堇色，后变白色或淡黄白色。蒴果椭圆状，外果皮被星状毛，基部有宿存花被；种子多颗，狭椭圆形，两端具翅。花期3~4月，果期5~8月。产于山西、陕西、甘肃、江苏、安徽、福建、河南、湖北、湖南、广东、广西、四川、贵州、云南和西藏等省和自治区。,春季花未开放时采收，除去杂质，干燥。,花或花蕾入药。甘，微寒。清热养肝，明目退翳。用于目赤肿痛，多泪畏光，眼生翳膜，肝虚目暗，视物昏花。,,.\pic\med\密蒙花_1.jpeg,2026/3/27 7:43
588,木贼,（木贼科）,多年生草本，高50cm以上。根茎短，黑色，匍匐，节上长出密整合轮生的黑褐色根。茎丛生，坚硬，直立不分枝，圆筒形①，直径4~8mm，有关节状节②，节间中空，茎表面有20~30条纵肋稜，每稜有两列小疣状突起。叶退化成鳞片状，基部合生成筒状的鞘，鞘长6~10mm，基部有一暗褐色的圈。孢子囊穗生于茎顶③，长圆形，长1.0~1.5cm，先端具暗褐色的小尖头，由许多轮状排列的六角形盾状孢子叶构成。孢子多数，同型，圆球形，有2条丝状弹丝，十字形着生，卷绕在孢子上，遇水即弹开，以便繁殖。孢子囊穗6~8月间抽出。生于山坡林下阴溼处、河岸溼地、溪边。有时也生于杂草地。分布于我国东北、华北、西北、华中、西南地区。,夏、秋两季采割，除去杂质，晒干或阴干。,地上部分入药。甘、苦，平。散风热，退目翳。用于风热目赤，迎风流泪，目生云翳。,,.\pic\med\木贼_1.jpeg,2026/3/27 7:43
589,栀子,（茜草科）,常绿灌木，高0.5~2.0m，幼枝有细毛。叶对生或三叶轮生，革质，长圆状披针形或卵状披针形，长7~14cm，宽2~5cm，先端渐尖或短渐尖，全缘，两面光滑，基部楔形；有短柄；托叶膜质，基部合成一鞘。花单生于枝端或叶腋，大形，白色，极香；花梗极短，常有稜；萼管卵形或倒卵形，上部膨大，先端5~6裂，裂片线形或线状披针形。果倒卵形或长椭圆形，有翅状纵梭5~8条，长2.5~4.5cm，黄色，果顶端有宿存花萼。花期5~7月，果期8~11月。常生于低山温暖的疏林中或荒坡、沟旁、路边。分布于我国江苏、浙江等地。,9~11月果实成熟呈红黄色时采收，除去果梗及杂质，蒸至上汽或置沸水中略烫，取出，干燥。根夏秋采挖，洗净晒干。,①果实入药。苦，寒。泻火除烦，清热利尿，凉血解毒。用于热病心烦，黄疸尿赤，血淋涩痛，血热吐衄，目赤肿痛，火毒疮疡；外治扭挫伤痛。②根入药。甘、苦，寒。泻火解毒，清热利溼，凉血散瘀。用于传染性肝炎，跌打损伤，风火牙痛。,,.\pic\med\栀子_1.jpeg,2026/3/27 7:43
590,淡竹,（禾本科）,植株木质化，呈乔木状。高6~18m，直径5~7cm，成长后仍为绿色，或老时为灰绿色。叶长披针形，有皱褶，基部收缩；小枝具叶1~5片，叶鞘鞘口无毛；叶片深绿色，无毛，窄披针形，宽1~2cm，次脉6~8对，质薄。穗状花序小枝排列成覆瓦状的圆锥花序；小穗含2~3朵花，顶端花退化；花葯长7~10mm，开花时，以具有甚长之花丝而垂悬于花外。笋期4~5月，花期10月至次年5月。通常栽植于庭园。分布于我国山东、河南及长江流域以南各地。,随时采鲜者入药，除去杂质，洗净或切段揉成小团。,叶入药，中药名为「淡竹叶」。甘、淡，寒。清热除烦，生津利尿。主热病烦渴，小儿惊痫，咳逆吐衄，面赤，口糜舌疮。,,.\pic\med\淡竹_1.jpeg,2026/3/27 7:43
591,夏枯草,（脣形科）,多年生草本。茎直立，常带淡紫色，有细毛。叶卵形或椭圆状披针形，全缘或疏生锯齿。轮伞花序顶生，呈穗状；花萼脣形，花冠紫色或白色①，脣形，上脣2裂，下脣3裂；雄蕊4枚，二强雄蕊，花丝顶端分叉，其中一端着生花葯；子房4裂，花柱丝状。小坚果褐色，长椭圆形，具3稜。花期5~6月，果期6~7月。生于荒地、路旁及山坡草丛中。全国大部地区均有分布。,夏季果穗呈棕红色时采收，除去杂质，晒干。,干燥果橞入药。辛、苦，寒。清肝泻火，明目，散结消肿。用于目赤肿痛，目珠夜痛，头痛眩晕，瘰癧，瘿瘤，乳痈，乳癖，乳房胀痛。,,.\pic\med\夏枯草_1.jpeg,2026/3/27 7:43
592,黄芩,（脣形科）,多年生草本。高30~70cm，根状茎肥厚，肉质，茎钝四稜形。叶对生，披针形，全缘，下面密被下陷的腺点。总状花序，花冠紫色或蓝色，二脣形①，上脣先端微裂，下脣3裂，雄蕊4枚，二强，稍露出。小坚果卵状，具瘤。野生品见于山顶、山坡、林缘、路旁等向阳较干燥的地方。分布于河北、辽宁、陕西、山东、内蒙古、黑龙江等省区。,春、秋两季采挖。除去地上部分、须根及泥沙，晒至半干后撞去粗皮，晒干。,根入药。苦，寒。归肺、胆、脾、大肠、小肠经。清热燥溼，泻火解毒，止血，安胎。用于溼温、暑温胸闷呕恶，溼热痞满，泻痢，黄疸，肺热咳嗽，高热烦渴，血热吐衄，痈肿疮毒，胎动不安。,,.\pic\med\黄芩_1.jpeg,2026/3/27 7:43
593,刺檗,（小檗科）,落叶小灌木，高达2~3m，小枝多红褐色，有沟槽①，具短小针刺②。单叶互生，叶片小型，倒卵形或匙形，先端钝，基部急狭，全缘③，叶紫色，光滑无毛，背面灰绿，有白粉，两面叶脉不显，入秋叶色变红。腋生伞形花序或数花簇生，萼、瓣各6枚，花淡黄色。浆果长椭圆形，熟时亮红色④，具宿存花柱。生长于气候温凉、溼润的沙质壤土地区。原产于日本，现我国南北均有栽培。,根于春秋两季采收，除去须根，洗净，切片，烤干或弱太阳下晒干。茎枝全年可采。,根及树皮入药。苦，寒。归胃、大肠、肝、胆经。清热燥溼，泻火解毒。用于急性肠炎，痢疾，黄疸，热痺，瘰癧，肺炎，结膜炎，痈肿疮疖，血崩。,,.\pic\med\刺檗_1.jpeg,2026/3/27 7:43
594,豪猪刺,（小檗科）,灌木，高0.5~1.5m。叶刺三叉状，粗壮坚硬①。叶常5片丛生于刺腋内，卵状披针形，叶缘有10~20锯齿。花黄色簇生于叶腋；小苞片3；萼片、花瓣、雄蕊均6枚，花瓣顶端微凹，基部有2蜜腺；花葯瓣裂。浆果，熟时黑色，有白粉。生长于山坡林下、林缘或沟边。分布于湖北、四川、贵州、湖南、广西等省区。,根皮全年可采，茎皮春季采收，取茎枝刮去外皮，剥取深黄色的肉皮，晒干。,根皮、茎皮入药，中药名为「三颗针」。苦，寒。归心、肝、胃、大肠经。清热燥溼、泻火解毒。用于热病，盛火炽，壮热，烦躁，疔毒内攻，耳目肿痛，痈肿疮毒诸症。,,.\pic\med\豪猪刺_1.jpeg,2026/3/27 7:43
